theta
1.9543228803
1.7352334803
2.1629760553
2.3469522017
2.4860103221
2.5576393138
2.5474601806
2.4686344840
2.3730602806
2.3123780712
2.2939407432
2.2962739842
2.3008927308
2.3045493386
2.3092768328
2.3136461359
2.3155669436
2.3168823939
2.3181951475
2.3195076546
2.3208201470
2.3221326387
2.3234451303
2.3247576220
2.3260701136
2.3273826053
2.3286950970
2.3300075886
2.3313200803
2.3326325719
2.3339450636
2.3352575553
2.3365700469
2.3378825386
2.3391950302
2.3405075219
2.3418200136
2.3431325052
2.3444449969
2.3457574885
2.3470699802
2.3483824719
2.3496949635
2.3510074552
2.3523199469
2.3536324385
2.3549449302
2.3562574218
2.3575699135
2.3588824052
2.3601948968
2.3615073885
2.3628198801
2.3641323718
2.3654448635
2.3667573551
2.3680698468
2.3693823384
2.3706948301
2.3720073218
2.3733198134
2.3746323051
2.3759447967
2.3772572884
2.3785697801
2.3798822717
2.3811947634
2.3825072551
2.3838197467
2.3851322384
2.3864447300
2.3877572217
2.3890697134
2.3903822050
2.3916946967
2.3930071883
2.3943196800
2.3956321717
2.3969446633
2.3982571550
2.3995696466
2.4008821383
2.4021946300
2.4035071216
2.4048196133
2.4061321049
2.4074445966
2.4087570883
2.4100695799
2.4113820716
2.4126945633
2.4140070549
2.4153195466
2.4166320382
2.4179445299
2.4192570216
2.4205695132
2.4218820049
2.4231944965
2.4245069882
