Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
17976989,"Wheelwright's Aristotle: Containing Selections from Seven of the Most Imporant Books of Aristotle -- Natural Science, The Metaphysics, Zoology, Psychology, The Nicomachean Ethics, On Statecraft, and T",Aristotle,"Aristotle, Aristotle",Philip Ellis Wheelwright,"=""""","=""""",2,2.25,,,336,1951,1951,2015/05/24,2015/05/02,,,read,,,,1,,,0,,,,,
52137,The Great Terror: A Reassessment,Robert Conquest,"Conquest, Robert",,"=""0195071328""","=""9780195071320""",3,4.11,"Oxford University Press, USA",Paperback,584,1991,1968,2015/05/15,2015/05/05,,,read,,,,1,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu","Cixin Liu, Ken Liu","=""0765377063""","=""9780765377067""",0,4.06,Tor Books,Hardcover,400,2014,2008,,2015/05/12,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
67503,The Maine Woods (Writings of Henry D. Thoreau),Henry David Thoreau,"Thoreau, Henry David","Joseph J. Moldenhauer, Paul Theroux","=""0691118779""","=""9780691118772""",0,3.88,Princeton University Press,Paperback,347,2004,,,2015/05/04,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
762159,On Certainty,Ludwig Wittgenstein,"Wittgenstein, Ludwig","G.E.M. Anscombe, Denis Paul, Georg Henrik von Wright","=""0061316865""","=""9780061316869""",0,4.16,Perennial/Harper & Row (NYC),Paperback,194,1972,1969,,2015/04/27,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,"Dawkins, Richard",,"=""0141026162""","=""9780141026169""",4,4.09,Penguin,Paperback,466,2006,1986,2015/04/26,2012/01/31,,,read,,,,1,,,1,,,unspecified,,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.13,"Oxford University Press, USA",Paperback,360,2006,1976,,2015/04/24,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
6648331,Revolution 1989: The Fall of the Soviet Empire,Victor Sebestyen,"Sebestyen, Victor",,"=""029785223X""","=""9780297852230""",0,4.31,George Weidenfeld & Nicolson Ltd.,Hardcover,451,2009,2009,,2015/04/24,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
2029452,Socialism Betrayed: Behind the Collapse of the Soviet Union,Roger Keeran,"Keeran, Roger",Thomas Kenny,"=""071780738X""","=""9780717807383""",0,4.25,International Publishers,Paperback,230,2004,2004,,2015/04/24,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
22237181,Encounters at the Heart of the World: A History of the Mandan People,Elizabeth A. Fenn,"Fenn, Elizabeth A.",,"=""0374535116""","=""9780374535117""",0,3.96,Hill and Wang,Paperback,480,2015,2014,,2015/04/21,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
17984418,The Tao of Physics,Fritjof Capra,"Capra, Fritjof",,"=""""","=""""",3,3.97,"Shambhala Publications of Berkeley, California",,,1975,1975,2014/07/19,2015/04/19,,,read,,,,1,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",5,3.90,Seal Books,Paperback,460,2006,2001,2015/04/02,2015/03/28,,,read,,,,1,,,0,,,,,
17560131,The Children of Men,P.D. James,"James, P.D.",,"=""""","=""""",5,3.68,Penguin,Paperback,351,1994,1992,2015/03/27,2015/03/21,,,read,,,,1,,,0,,,,,
21310895,Weighing the Soul: The Evolution of Scientific Beliefs,Len Fisher,"Fisher, Len",,"=""""","=""""",2,3.19,Weidenfeld & Nicolson,Kindle Edition,240,2011,2004,2014/05/29,2014/05/25,,,read,,,,1,,,0,,,,,
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",Robin Campbell,"=""0140442103""","=""9780140442106""",3,4.33,Penguin Books,Paperback,256,2004,65,2015/03/04,2015/02/11,,,read,,,,1,,,0,,,,,
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",4,3.93,Penguin Books Ltd. (London),Paperback,608,2005,2004,2015/03/04,2014/07/06,,,read,,,,1,,,0,,,,,
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny","Clarence Brown, Евгений Замятин","=""0140185852""","=""9780140185850""",0,3.94,Penguin Classics,Paperback,255,1993,1921,,2015/02/20,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
3467088,The Power Of Less: The Fine Art of Limiting Yourself to the Essential,Leo Babauta,"Babauta, Leo",,"=""1401309704""","=""9781401309701""",0,3.78,Hachette Books,Hardcover,170,2009,2008,,2015/02/20,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
13147812,"Running with the Kenyans: Passion, Adventure, and the Secrets of the Fastest People on Earth",Adharanand Finn,"Finn, Adharanand",,"=""0345528794""","=""9780345528797""",4,3.88,Ballantine Books,Hardcover,288,2012,2010,2015/02/16,2015/02/09,,,read,,,,1,,,0,,,,,
153747,"Moby-Dick, or, the Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.49,Penguin Classics,Paperback,654,2003,1851,,2015/02/14,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
6957758,Confession of a Buddhist Atheist,Stephen Batchelor,"Batchelor, Stephen",,"=""0385527063""","=""9780385527064""",0,3.98,Spiegel & Grau,Hardcover,306,2010,2010,,2015/02/11,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
106139,The Man Who Knew Infinity: A Life of the Genius Ramanujan,Robert Kanigel,"Kanigel, Robert",,"=""0349104522""","=""9780349104522""",0,4.16,Abacus,Paperback,438,1992,1991,,2015/02/07,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
18774981,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,"Harris, Sam",,"=""1451636016""","=""9781451636017""",4,3.92,Simon  Schuster,Hardcover,256,2014,2014,2015/02/06,2015/02/03,,,read,,,,1,,,0,,,,,
22500611,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,"Gaiman, Neil",,"=""0062330292""","=""9780062330291""",0,3.93,William Morrow,ebook,368,2015,2015,,2015/01/31,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",3,4.37,Alfred A. Knopf,Hardcover,552,2006,2005,2015/01/22,2015/01/21,,,read,,,,1,,,0,,,,,
15799151,Daily Rituals: How Artists Work,Mason Currey,"Currey, Mason",,"=""0307273601""","=""9780307273604""",0,3.66,Knopf,Hardcover,304,2013,2013,,2015/01/22,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
18114120,Thanks for the Feedback: The Science and Art of Receiving Feedback Well,Douglas Stone,"Stone, Douglas",Sheila Heen,"=""0670014664""","=""9780670014668""",3,4.07,Viking,Hardcover,348,2014,2014,2015/01/14,2014/06/14,,,read,,,,1,,,0,,,,,
23546373,How to Become Fluent in Any Language in a Few Months: 45 Language Learning Tips to Supercharge Your Progress,Nate Nicholson,"Nicholson, Nate",,"=""""","=""""",2,3.40,Blue Sky Publishing,Kindle Edition,56,2014,2014,2015/01/11,2015/01/11,,,read,,,,1,,,0,,,,,
7607427,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",5,4.22,New English Library,Paperback,605,1982,1965,2015/01/10,2014/12/30,,,read,,,,1,,,0,,,,,
324748,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),Seth Godin,"Godin, Seth",,"=""1591841666""","=""9781591841661""",0,3.84,Portfolio,Hardcover,80,2007,2007,,2015/01/02,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,"Gawande, Atul",Susanne Kuhlmann-Krieg,"=""0312421702""","=""9780312421700""",0,4.26,Picador USA,Paperback,270,2003,2002,,2015/01/02,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
573607,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""055277331X""","=""9780552773317""",5,3.90,Black Swan,Paperback,463,2007,2006,2009/12/29,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
3284080,Physics of the Impossible,Michio Kaku,"Kaku, Michio",,"=""0713999926""","=""9780713999921""",3,4.08,Allen Lane,Hardcover,329,2008,2008,2009/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
6779,"Six Not-So-Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time",Richard P. Feynman,"Feynman, Richard P.",Roger Penrose,"=""0465023932""","=""9780465023936""",4,4.22,Basic Books,Paperback,184,2005,1963,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.",,"=""0465023924""","=""9780465023929""",4,4.20,Basic Books,Paperback,138,1995,1962,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
7942864,Why Does E=mc²? (And Why Should We Care?),Brian Cox,"Cox, Brian",Jeffrey R. Forshaw,"=""0306818760""","=""9780306818769""",4,4.02,Da Capo Press,Paperback,255,2010,2009,2010/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
443149,The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan,"Sagan, Carl","Ann Druyan, Steven Soter","=""0143112627""","=""9780143112624""",4,4.27,Penguin Books,Paperback,284,2007,2006,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
703517,The Character of Physical Law,Richard P. Feynman,"Feynman, Richard P.","Alan Sleath, Dale R. Corson","=""0262560038""","=""9780262560030""",4,4.29,The MIT Press (Cambridge),Paperback,174,1967,1964,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
56167,Feynman's Lost Lecture: The Motion of Planets Around the Sun,David Goodstein,"Goodstein, David","Judith R. Goodstein, Richard P. Feynman","=""0393039188""","=""9780393039184""",4,4.33,W. W. Norton  Company,Hardcover,192,1996,1996,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
108939,"The Trouble with Physics: The Rise of String Theory, the Fall of a Science and What Comes Next",Lee Smolin,"Smolin, Lee",,"=""0618551050""","=""9780618551057""",5,3.99,Houghton Mifflin Harcourt,Hardcover,416,2006,2006,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
17284,QED: The Strange Theory of Light and Matter,Richard P. Feynman,"Feynman, Richard P.",,"=""0140125051""","=""9780140125054""",4,4.24,Penguin,Paperback,158,1990,1985,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
36085,Everything Bad is Good for You,Steven Johnson,"Johnson, Steven",,"=""1594481946""","=""9781594481949""",4,3.49,Riverhead Books,Paperback,254,2006,2005,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
370789,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0345331354""","=""9780345331359""",4,4.36,Ballantine Books,Mass Market Paperback,324,1985,1980,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
839556,Relativity: The Special and the General Theory,Albert Einstein,"Einstein, Albert",,"=""0517884410""","=""9780517884416""",4,4.18,Broadway Books,Paperback,208,1995,1916,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
578517,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,"Albom, Mitch",,"=""076790592X""","=""9780767905923""",4,4.09,Broadway Books,Paperback,199,2002,1997,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
33418,"Parallel Worlds: A Journey through Creation, Higher Dimensions, and the Future of the Cosmos",Michio Kaku,"Kaku, Michio",,"=""1400033721""","=""9781400033720""",2,4.18,Anchor,Paperback,361,2006,2004,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
399415,"Monstrous Regiment (Discworld, #31)",Terry Pratchett,"Pratchett, Terry",,"=""0552149411""","=""9780552149419""",5,4.21,Corgi Books,Paperback,494,2004,2003,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
132695,Three Roads To Quantum Gravity,Lee Smolin,"Smolin, Lee",,"=""0465078362""","=""9780465078363""",4,4.14,Basic Books,Paperback,256,2002,2000,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
286276,Taming the Beast,Emily Maguire,"Maguire, Emily",,"=""0061122165""","=""9780061122163""",2,3.49,Harper Perennial,Paperback,336,2006,2004,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
41829,Atom: Journey Across the Subatomic Cosmos,Isaac Asimov,"Asimov, Isaac",D.F. Bach,"=""0452268346""","=""9780452268340""",4,4.25,Plume,Paperback,336,1992,1991,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
528238,Elementary Particles and the Laws of Physics: The 1986 Dirac Memorial Lectures,Richard P. Feynman,"Feynman, Richard P.",Steven Weinberg,"=""0521658624""","=""9780521658621""",3,4.11,Cambridge University Press,Paperback,122,1987,1986,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
1113522,The Mathematical Experience,Philip J. Davis,"Davis, Philip J.",Reuben Hersh,"=""0395929687""","=""9780395929681""",4,4.01,Mariner Books,Paperback,464,1999,1980,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
81196,"Atheist Manifesto: The Case Against Christianity, Judaism, and Islam",Michel Onfray,"Onfray, Michel",Jeremy Leggatt,"=""1559708204""","=""9781559708203""",3,3.78,Arcade Publishing,Hardcover,240,2007,2005,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
833418,"Wintersmith (Discworld, #35)",Terry Pratchett,"Pratchett, Terry",,"=""0385609841""","=""9780385609845""",4,4.25,Doubleday Childrens,Hardcover,400,2006,2006,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
759837,"Night Watch (Discworld, #29)",Terry Pratchett,"Pratchett, Terry",Stephen Briggs,"=""0060013125""","=""9780060013127""",5,4.49,HarperTorch,Mass Market Paperback,408,2003,2002,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
2284482,In Search Of Lost Civilizations (In Search of #1),Alan Landsburg,"Landsburg, Alan",Leonard Nimoy,"=""0553105825""","=""9780553105827""",3,3.38,Bantam Books,Paperback,201,1976,1976,2012/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
960658,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,"Gaiman, Neil",Terry Pratchett,"=""0894808532""","=""9780894808531""",4,4.25,Workman Publishing,Hardcover,364,1990,1990,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
12793962,"We, the Drowned",Carsten Jensen,"Jensen, Carsten","Charlotte Barslund, Emma Ryder","=""0099512963""","=""9780099512967""",4,4.23,Vintage,Paperback,693,2011,2006,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
34534,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,"Pratchett, Terry",,"=""006001234X""","=""9780060012342""",5,4.05,HarperCollins,Hardcover,256,2001,2001,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,"Pratchett, Terry",,"=""055255264X""","=""9780552552646""",4,4.31,Corgi Childrens,Paperback,352,2005,2004,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""0060853980""","=""9780060853983""",4,4.25,William Morrow,Mass Market Paperback,412,2006,1990,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
51299,Letter to a Christian Nation,Sam Harris,"Harris, Sam",,"=""0307265773""","=""9780307265777""",5,4.03,Knopf,Hardcover,96,2006,2006,2011/01/01,2011/12/29,,,read,,,,1,,,0,,,,,
61536,"A Devil's Chaplain: Reflections on Hope, Lies, Science, and Love",Richard Dawkins,"Dawkins, Richard",,"=""0618485392""","=""9780618485390""",3,3.99,Mariner Books,Paperback,263,2004,2003,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
31487,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins,"Dawkins, Richard",,"=""0618056734""","=""9780618056736""",3,4.02,Mariner Books,Paperback,352,2000,1998,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
151691,Cosmic Connection: An Extraterrestrial Perspective,Carl Sagan,"Sagan, Carl","Jerome Agel, Ann Druyan, Freeman Dyson, David Morrison","=""0521783038""","=""9780521783033""",4,4.21,Cambridge University Press,Hardcover,302,2000,1973,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
485812,Broca's Brain: Reflections on the Romance of Science,Carl Sagan,"Sagan, Carl",,"=""0345336895""","=""9780345336897""",5,4.03,Ballantine Books,Mass Market Paperback,398,1986,1979,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345376595""","=""9780345376596""",3,4.33,Ballantine Books,Paperback,384,1997,1994,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",5,4.27,Ballantine Books,Paperback,459,1997,1995,2011/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",,"=""0393316041""","=""9780393316049""",5,4.28,W. W. Norton & Company,Paperback,391,1997,1985,2011/12/29,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
3415426,The Odd Quantum,Sam B. Treiman,"Treiman, Sam B.",,"=""0691009260""","=""9780691009261""",3,3.50,Princeton University Press,Hardcover,272,1999,1993,2011/12/29,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
1257597,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,"Feynman, Richard P.",,"=""0141031433""","=""9780141031439""",3,4.24,"Penguin Books, Limited (UK)",Paperback,288,2010,1999,2011/12/29,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel /]crolf Potts,Rolf Potts,"Potts, Rolf",,"=""0812992180""","=""9780812992182""",3,3.93,Villard Books,Paperback,205,2002,2002,2011/12/29,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
7785194,The Moral Landscape: How Science Can Determine Human Values,Sam Harris,"Harris, Sam",,"=""1439171211""","=""9781439171219""",5,3.91,Free Press,Hardcover,291,2010,2010,2014/10/01,2011/12/29,,,read,,,,1,,,0,,,,,
46890,Ex Libris: Confessions of a Common Reader,Anne Fadiman,"Fadiman, Anne",,"=""0374527229""","=""9780374527228""",3,4.14,Farrar Straus Giroux,Paperback,162,2000,1998,2013/05/01,2013/05/01,,,read,,,,1,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",5,4.02,W.W. Norton & Company,Paperback,425,2005,1997,2013/07/14,2013/07/19,,,read,,,,1,,,0,,,,,
17924018,An Appetite for Wonder: The Making of a Scientist,Richard Dawkins,"Dawkins, Richard",,"=""""","=""""",3,3.66,Ecco,Hardcover,304,2013,2013,2013/09/25,2013/09/25,,,read,,,,1,,,0,,,,,
123933,No Exit,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0573613052""","=""9780573613050""",3,4.14,"Samuel French, Inc.",Paperback,60,2010,1944,2014/01/11,2014/01/11,,,read,,,,1,,,0,,,,,
11107244,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,"Pinker, Steven",,"=""0670022950""","=""9780670022953""",5,4.19,Viking,Hardcover,802,2011,2010,2014/01/15,2014/01/15,,,read,,,,1,,,0,,,,,
296662,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,"Loewen, James W.",,"=""0684818868""","=""9780684818863""",5,3.96,Touchstone Books,Paperback,383,1996,1995,2014/05/25,2014/05/25,,,read,,,,1,,,0,,,,,
22328803,The liquid state,J. A. Pryde,"Pryde, J. A.",,"=""""","=""""",3,3.00,Hutchinson & CO,Paperback,179,1966,1966,2014/05/26,2014/05/26,,,read,,,,1,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",5,4.28,Crown Publishers,Hardcover,374,2011,2011,2014/12/28,2014/12/28,,,read,,,,1,,,0,,,,,
20299580,The Goddess of Small Victories,Yannick Grannec,"Grannec, Yannick",,"=""1590516362""","=""9781590516362""",0,3.52,Other Press,Hardcover,464,2014,2012,,2014/12/26,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
1221559,Letters from a Self-Made Merchant to His Son,George Horace Lorimer,"Lorimer, George Horace",,"=""0766161803""","=""9780766161801""",0,4.11,Kessinger Publishing,Paperback,364,2003,1902,,2014/12/14,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
8701960,"The Information: A History, a Theory, a Flood",James Gleick,"Gleick, James",,"=""0375423729""","=""9780375423727""",0,3.99,Knopf Doubleday Publishing Group,Hardcover,527,2011,2011,,2014/12/08,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
14498,Neil Gaiman's Neverwhere,Mike Carey,"Carey, Mike","Glenn Fabry, Neil Gaiman","=""1401210074""","=""9781401210076""",5,4.23,Vertigo,Paperback,224,2007,,2010/01/01,2014/11/30,,,read,,,,1,,,0,,,,,
5472,Animal Farm / 1984,George Orwell,"Orwell, George",Christopher Hitchens,"=""0151010269""","=""9780151010264""",5,4.28,Houghton Mifflin Harcourt,Hardcover,400,2003,1950,2014/11/24,2014/11/24,,,read,,,,1,,,0,,,,,
337517,Things Hidden Since the Foundation of the World,René Girard,"Girard, René","Stephen Bann, Michael Metteer","=""0804722153""","=""9780804722155""",0,4.31,Stanford University Press,Paperback,480,1987,1978,,2014/11/15,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.11,Business Plus,ebook,288,2012,2012,,2014/11/15,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,"Fulghum, Robert",,"=""034546639X""","=""9780345466396""",3,4.03,Ballantine Books,Paperback,240,2004,1986,2014/10/31,2014/10/31,,,read,,,,1,,,0,,,,,
689033,Evolve or Die (Horrible Science),Phil Gates,"Gates, Phil",,"=""0590542826""","=""9780590542821""",3,3.95,Scholastic UK,Paperback,128,1999,1999,2014/10/28,2014/10/28,,,read,,,,1,,,1,,,unspecified,,
460984,On Growth and Form,D'Arcy Wentworth Thompson,"Thompson, D'Arcy Wentworth",John Tyler Bonner,"=""0521437768""","=""9780521437769""",0,4.15,Cambridge University Press,Paperback,368,1992,1917,,2014/10/27,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
6398634,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin,"Rubin, Gretchen",,"=""0061583251""","=""9780061583254""",3,3.61,Harper,Hardcover,301,2009,2009,2014/10/27,2014/10/24,,,read,,,,1,,,0,,,,,
19428095,The Time Keeper,Mitch Albom,"Albom, Mitch",,"=""0751541176""","=""9780751541175""",3,3.86,Sphere,Paperback,238,2013,2012,2014/10/24,2014/10/24,,,read,,,,1,,,0,,,,,
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",5,4.17,Houghton Mifflin Harcourt,Hardcover,303,2014,2014,2014/10/22,2014/03/13,,,read,,,,1,,,0,,,,,
10645233,Do the Work,Steven Pressfield,"Pressfield, Steven",,"=""1455820997""","=""9781455820993""",2,4.02,Brilliance Audio,Audio CD,2,2011,2011,2014/10/18,2014/10/19,,,read,,,,1,,,0,,,,,
14817,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""057507681X""","=""9780575076815""",5,4.02,Gollancz,Paperback,219,2006,1977,2014/10/14,2014/10/14,,,read,,,,1,,,0,,,,,
78735,In the Year 2889,Jules Verne,"Verne, Jules",Michel Verne,"=""0809501287""","=""9780809501281""",3,3.24,Wildside Press,Paperback,32,2006,1889,2014/10/14,2014/10/10,,,read,,,,1,,,0,,,,,
23340472,Din økonomi,Michael Møller,"Møller, Michael",,"=""""","=""9788776644529""",3,4.07,Børsens Forlag,Paperback,340,2009,2009,2014/10/07,2014/10/07,,,read,,,,1,,,0,,,,,
22907818,Naturerkendelse og videnskabsteori,Helge Kragh,"Kragh, Helge",,"=""8779341438""","=""""",3,3.20,Aarhus Universitetsforlag,Hardcover,364,2004,2004,2014/09/01,2014/08/12,,,read,,,,1,,,0,,,,,
8012981,Observation And Explanation: A Guide To Philosophy Of Science,Norwood Russell Hanson,"Hanson, Norwood Russell",,"=""0061315753""","=""9780061315756""",2,3.00,,,,,,2014/08/06,2014/08/06,,,read,,,,1,,,0,,,,,
13593191,Follow the Leader?: How Voters Respond to Politicians' Policies and Performance,Gabriel S. Lenz,"Lenz, Gabriel S.",,"=""0226472140""","=""9780226472140""",0,4.24,University of Chicago Press,Paperback,344,2012,2012,,2014/07/31,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
10256992,Peace Is Every Breath: A Practice for Our Busy Lives,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0062005812""","=""9780062005816""",2,4.23,HarperOne,Hardcover,160,2011,2011,2014/07/31,2014/07/31,,,read,,,,1,,,0,,,,,
34507,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855908""","=""9780060855901""",4,4.02,Harper Perennial,Paperback,228,2005,1987,2014/07/31,2014/07/30,,,read,,,,1,,,0,,,,,
305597,"Voluntary Simplicity: Toward a Way of Life That is Outwardly Simple, Inwardly Rich",Duane Elgin,"Elgin, Duane",,"=""0688121195""","=""9780688121198""",2,3.60,Harper Paperbacks,Paperback,240,1998,1981,2014/07/09,2014/07/05,,,read,,,,1,,,0,,,,,
8576972,"The Joy of Less, A Minimalist Living Guide: How to Declutter, Organize, and Simplify Your Life",Francine Jay,"Jay, Francine",,"=""""","=""""",4,3.81,Anja Press,Kindle Edition,298,2010,2010,2014/07/05,2014/07/05,,,read,,,,1,,,0,,,,,
724667,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,"=""0553288105""","=""9780553288100""",5,4.09,Bantam/Spectra,Mass Market Paperback,293,2011,1972,2010/10/26,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
15795155,Bad Pharma: How Drug Companies Mislead Doctors and Harm Patients,Ben Goldacre,"Goldacre, Ben",,"=""0865478007""","=""9780865478008""",5,4.10,"Farrar, Straus and Giroux",Hardcover,448,2013,2012,2014/06/07,2013/10/21,,,read,,,,1,,,0,,,,,
