Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
16234587,Letters to a Young Scientist,Edward O. Wilson,"Wilson, Edward O.",,"=""0871403773""","=""9780871403773""",0,3.83,Liveright,Hardcover,256,2013,2013,,2014/06/04,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
162780,What Is Life? with Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,"Schrödinger, Erwin",Roger Penrose,"=""0521427088""","=""9780521427081""",0,4.15,Cambridge University Press,Paperback,184,1992,1944,,2014/05/29,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
20454977,Sleep Donation,Karen Russell,"Russell, Karen",,"=""""","=""9781937894283""",0,3.34,Atavist Books,ebook,110,2014,2014,,2014/04/10,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
11858818,The Zero Sum Game,Randy Lee Bisbee,"Bisbee, Randy Lee",,"=""1456080180""","=""9781456080181""",0,0.0,America Star Books,Paperback,244,2011,2011,,2014/04/07,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",3,3.97,Anchor Books,Paperback,207,1997,1996,2014/01/24,2013/08/18,,,read,,,,1,,,0,,,,,
61179,"Ringworld (Ringworld, #1)",Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.96,Gollancz,Paperback,288,2005,1970,,2013/12/28,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
9646,Homage to Catalonia,George Orwell,"Orwell, George",Lionel Trilling,"=""0156421178""","=""9780156421171""",3,4.15,"Harcourt, Inc.(Harvest Book)",Paperback,232,1980,1938,2013/12/14,2013/12/09,,,read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""""","=""""",4,4.17,New American Library,Mass Market Paperback,326,1950,1949,2013/10/01,2013/12/09,,,read,,,,1,,,0,,,,,
2011,"The Dosadi Experiment (ConSentiency Universe, #2)",Frank Herbert,"Herbert, Frank",,"=""0765342537""","=""9780765342539""",2,3.81,Tor Books,Paperback,320,2002,1977,2013/12/09,2013/11/29,,,read,,,,1,,,1,,,unspecified,,
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0345339738""","=""9780345339737""",5,4.52,Del Rey,Mass Market Paperback,490,2003,1955,2013/11/26,2013/11/19,,,read,,,,1,,,1,,,unspecified,,
6576786,Starmind,Dave Van Arnam,"Arnam, Dave Van",,"=""""","=""""",3,3.33,Ballantine Science Fiction,Paperback,216,1969,1969,2013/07/10,2013/11/23,,,read,,,,1,,,0,,,,,
16694,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618002235""","=""9780618002238""",5,4.44,Houghton Mifflin Company,Paperback,328,1994,1954,2013/11/13,2013/08/28,,,read,,,,1,,,0,,,,,
11290708,What It is Like to Go to War,Karl Marlantes,"Marlantes, Karl",,"=""0802119921""","=""9780802119926""",0,3.97,Atlantic Monthly Press,Hardcover,257,2011,2011,,2013/11/04,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
102565,The Mysterious Stranger and Other Stories,Mark Twain,"Twain, Mark","Howard Mittelmark, Edmund Reiss","=""0451529243""","=""9780451529244""",4,4.04,Signet Classics,Paperback,272,2004,1916,2009/01/01,2012/02/09,,,read,,,,1,,,1,,,unspecified,,
1156439,Doppler,Erlend Loe,"Loe, Erlend",Jozef Zelizňák,"=""""","=""""",5,3.92,Premedia,Paperback,176,2014,2004,2013/08/20,2012/07/17,,,read,,,,1,,,0,,,,,
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""0307266303""","=""9780307266309""",4,4.29,Knopf,Hardcover,287,2009,2009,2013/09/04,2013/08/28,,,read,,,,1,,,0,,,,,
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0307269191""","=""9780307269195""",0,3.83,Knopf Publishing Group,Hardcover,188,2008,2007,,2013/08/31,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
1243366,The Road to Santiago: The Pilgrim's Practical Guide,José Ma Anguita Jaén,"Jaén, José Ma Anguita",,"=""842410420X""","=""9788424104207""",4,4.33,Editorial Everest,Paperback,360,2005,2004,2013/08/28,2013/07/24,,,read,,,,1,,,0,,,,,
2744,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,"=""0060515198""","=""9780060515195""",4,4.02,HarperCollins HarperTorch,Mass Market Paperback,387,2006,2005,2013/08/20,2013/01/02,,,read,,,,1,,,0,,,,,
6476509,The Invention of the Jewish People,Shlomo Sand,"Sand, Shlomo",Yael Lotan,"=""1844674223""","=""9781844674220""",0,4.10,Verso,Hardcover,332,2009,2008,,2013/08/10,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
357,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,"Adams, Douglas",,"=""0671742515""","=""9780671742515""",5,4.06,Pocket Books,Mass Market Paperback,307,1991,1988,2013/07/30,2013/07/19,,,read,,,,1,,,0,,,,,
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""006135323X""","=""9780061353239""",0,4.12,HarperCollins Canada ,Hardcover,400,2008,2007,,2013/07/19,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,"=""0586008357""","=""9780586008355""",4,4.16,Voyager,Mass Market Paperback,206,1997,1954,2013/07/11,2012/06/25,,,read,,,,1,,,0,,,,,
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",4,4.00,William Morrow Books,Hardcover,181,2013,2013,2013/06/22,2013/02/08,,,read,,,,1,,,0,,,,,
7236968,Lake Views: This World and the Universe,Steven Weinberg,"Weinberg, Steven",,"=""0674035151""","=""9780674035157""",3,3.64,Belknap Press,Hardcover,259,2010,2010,2013/06/03,2013/06/03,,,read,,,,1,,,1,,,unspecified,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.02,Random House,Paperback,509,2004,2004,,2013/05/25,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
537480,Letters to a Young Mathematician,Ian Stewart,"Stewart, Ian",,"=""0465082319""","=""9780465082315""",0,3.84,Perseus Books,Hardcover,210,2006,2006,,2013/05/18,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
365,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,3.98,Pocket Books,Mass Market Paperback,306,2002,1987,2013/04/28,2013/04/11,,,read,,,,1,,,0,,,,,
16158498,Give and Take: A Revolutionary Approach to Success,Adam M. Grant,"Grant, Adam M.",,"=""0670026557""","=""9780670026555""",0,4.09,Viking,Hardcover,320,2013,2013,,2013/04/24,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
587478,A PhD Is Not Enough: A Guide To Survival In Science,Peter J. Feibelman,"Feibelman, Peter J.",,"=""0201626632""","=""9780201626636""",5,3.87,Basic Books,Paperback,128,1993,1993,2013/04/04,2013/04/04,,,read,,,,1,,,0,,,,,
7631912,Ayako,Osamu Tezuka,"Tezuka, Osamu",Mari Morimoto,"=""1934287512""","=""9781934287514""",0,3.92,Vertical,Hardcover,704,2010,2010,,2013/04/01,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
727798,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0261102354""","=""9780261102354""",4,4.35,HarperCollins Publishers,Mass Market Paperback,545,1999,1954,2013/04/01,2012/02/09,,,read,,,,1,,,0,,,,,
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""0345404475""","=""9780345404473""",4,4.08,Del Rey / Ballantine Books,Paperback,244,1996,1968,2013/02/19,2011/12/29,,,read,,,,1,,,0,,,,,
288132,"Litany of the Long Sun (The Book of the Long Sun, #1-2)",Gene Wolfe,"Wolfe, Gene",,"=""0312872917""","=""9780312872915""",5,4.22,Orb Books,Paperback,543,2000,1994,2013/01/28,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
13425570,How Will You Measure Your Life?,Clayton M. Christensen,"Christensen, Clayton M.","James Allworth, Karen Dillon","=""0062102427""","=""9780062102423""",0,4.07,HarperBusiness,ebook,240,2012,2012,,2013/01/27,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
7985893,"Cooking for Geeks: Real Science, Great Hacks, and Good Food",Jeff Potter,"Potter, Jeff",,"=""0596805888""","=""9780596805883""",0,4.04,O'Reilly Media,Paperback,412,2010,2007,,2013/01/21,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,"King, Stephen",,"=""0451210859""","=""9780451210852""",4,4.23,Signet,Paperback,463,2003,1987,2013/01/15,2012/11/29,,,read,,,,1,,,0,,,,,
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,"Gaiman, Neil",,"=""0380789027""","=""9780380789023""",0,4.05,Avon Books,Mass Market Paperback,365,2005,1998,,2012/11/01,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.45,Bantam,Mass Market Paperback,848,2005,1996,2012/08/24,2012/02/01,,,read,,,,1,,,1,,,unspecified,,
7034712,Founding Fathers,Gerry Souter,"Souter, Gerry",Janet Souter,"=""""","=""9781862008151""",0,3.58,Sevenoaks,Hardcover,58,2011,2011,,2012/10/27,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
62032,"The 13½ Lives of Captain Bluebear (Zamonia, #1)",Walter Moers,"Moers, Walter",John Brownjohn,"=""1585678449""","=""9781585678440""",5,4.23,Harry N. Abrams,Paperback,704,2006,1999,2012/07/04,2011/12/29,,,read,,,,1,,,1,,Dublin,Very good,,
40995,Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,"Wolfe, Gene",,"=""0312890184""","=""9780312890186""",5,4.31,Orb Books,Paperback,411,1994,1994,2012/06/24,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
153908,Introduction to Quantum Mechanics,David J. Griffiths,"Griffiths, David J.",,"=""0131118927""","=""9780131118928""",4,4.24,Pearson,Hardcover,468,2004,1994,2012/04/22,2012/04/22,,,read,,,,1,,,1,,,unspecified,,
8178,"Birthright (Diablo: The Sin War, #1)",Richard A. Knaak,"Knaak, Richard A.",,"=""0743471229""","=""9780743471220""",5,3.74,Pocket Star,Paperback,326,2006,2006,2012/04/18,2012/03/25,,,read,,,,1,,,1,,,unspecified,,
4334796,Mathematical Problem Solving,Alan H. Schoenfeld,"Schoenfeld, Alan H.",,"=""0126288704""","=""9780126288704""",5,4.50,Academic Press,Hardcover,409,1997,1997,2012/04/06,2012/03/18,,,read,Very good introduction to research in mathematical problem solving. Should be read by anyone with a seriouse interest in mathematical problem solving.,,,1,,,0,,,,,
23617,Roverandom,J.R.R. Tolkien,"Tolkien, J.R.R.","Christina Scull, Wayne G. Hammond","=""0007149115""","=""9780007149117""",3,3.87,HarperCollins Publishers,Paperback,116,2002,1998,2010/07/01,2012/02/09,,,read,,,,1,,,1,,,unspecified,,
270881,The Quark and the Jaguar: Adventures in the Simple and the Complex,Murray Gell-Mann,"Gell-Mann, Murray",,"=""0805072535""","=""9780805072532""",2,3.84,St. Martins Press-3PL,Paperback,392,2000,1994,2008/02/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
74645,Mathematics: A Very Short Introduction,Timothy Gowers,"Gowers, Timothy",,"=""0192853619""","=""9780192853615""",5,3.87,"Oxford University Press, USA",Paperback,160,2002,2002,2011/10/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
6354568,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0141026472""","=""9780141026473""",4,3.91,Penguin,Paperback,252,2009,2008,2010/12/27,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
208916,The Music of the Primes: Searching to Solve the Greatest Mystery in Mathematics,Marcus du Sautoy,"Sautoy, Marcus du",,"=""0060935588""","=""9780060935580""",4,4.08,Harper Perennial,Paperback,335,2014,2003,2010/08/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
1244856,Symmetry: A Journey into the Patterns of Nature,Marcus du Sautoy,"Sautoy, Marcus du",,"=""0060789409""","=""9780060789404""",4,3.81,Harper,Hardcover,384,2008,2007,2011/05/14,2012/02/09,,,read,,,,1,,,1,,,unspecified,,
840394,The Quick and Easy Way to Effective Speaking,Dale Carnegie,"Carnegie, Dale",,"=""0671724002""","=""9780671724009""",3,4.07,Pocket Books,Paperback,224,1990,1962,2009/04/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
6560572,Virus of the Mind,Richard Brodie,"Brodie, Richard",,"=""1848501277""","=""9781848501270""",2,3.69,Hay House UK Ltd,Paperback,290,2015,1995,2011/05/31,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
422906,The Ethics of Star Trek,Judith A. Barad,"Barad, Judith A.",Ed Robertson,"=""0060933267""","=""9780060933265""",3,3.94,Harper Perennial,Paperback,384,2001,2000,2011/05/20,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
472025,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,"Russell, Bertrand",Paul  Edwards,"=""0671203231""","=""9780671203238""",3,4.02,Touchstone,Paperback,266,1967,1927,2010/10/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
4605017,Bad Science,Ben Goldacre,"Goldacre, Ben",,"=""000728487X""","=""9780007284870""",5,4.07,Fourth Estate,Paperback,370,2009,2008,2010/08/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
3860977,How We Decide,Jonah Lehrer,"Lehrer, Jonah",,"=""0618620117""","=""9780618620111""",4,3.82,Houghton Mifflin Company,Hardcover,259,2009,2009,2011/01/08,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.14,"Little, Brown and Company",Hardcover,309,2008,2008,2011/06/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
4894,Who Moved My Cheese?,Spencer Johnson,"Johnson, Spencer",Kenneth H. Blanchard,"=""0091883768""","=""9780091883768""",3,3.78,Vermilion,Hardcover,96,2002,1998,2010/08/24,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
2318271,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""1401323251""","=""9781401323257""",5,4.26,Hachette Books,Hardcover,206,2008,2008,2008/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
96656,Contact,Carl Sagan,"Sagan, Carl",,"=""1857235800""","=""9781857235807""",5,4.13,Orbit,Paperback,431,1997,1985,2008/10/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
30010,"The Complete Stories, Vol 1",Isaac Asimov,"Asimov, Isaac",,"=""038541627X""","=""9780385416276""",5,4.36,Broadway,Paperback,624,1990,1990,2010/08/11,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
575754,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.18,Headline Review,Paperback,384,2005,1996,2010/07/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
40992,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,"Wolfe, Gene",,"=""0312890176""","=""9780312890179""",5,4.03,Orb Books,Paperback,413,1994,1994,2011/10/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
828352,"Mort (Discworld, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552131067""","=""9780552131063""",4,4.23,Corgi,Mass Market Paperback,316,1988,1987,2011/11/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
386374,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552138908""","=""9780552138901""",4,4.29,Corgi,Paperback,384,1993,1992,2011/12/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
618207,"Sourcery (Discworld, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0552131075""","=""9780552131070""",4,3.89,Corgi,Paperback,270,1989,1988,2011/11/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
833420,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,4.27,Corgi Childrens,Paperback,320,2004,2003,2007/01/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
833426,"Feet of Clay (Discworld, #19)",Terry Pratchett,"Pratchett, Terry",,"=""0552142379""","=""9780552142373""",4,4.29,Corgi,Paperback,416,1997,1996,2011/10/01,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
6737942,Suckers: How Alternative Medicine Makes Fools of Us All,Rose Shapiro,"Shapiro, Rose",,"=""0099522861""","=""9780099522867""",5,3.86,Vintage UK,Paperback,304,2009,2008,2012/02/05,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
2388933,The Cities of Ancient Mexico: Reconstructing a Lost World,Jeremy A. Sabloff,"Sabloff, Jeremy A.",,"=""0500279292""","=""9780500279298""",5,3.88,Thames & Hudson,Paperback,224,1997,1989,2012/02/02,2012/01/31,,,read,,,,1,,,1,,,unspecified,,
601238,"The Colour of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0552124753""","=""9780552124751""",4,3.99,Corgi,Mass Market Paperback,285,1985,1983,2012/01/31,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
62031,"The City of Dreaming Books (Zamonia, #4)",Walter Moers,"Moers, Walter",John Brownjohn,"=""0099490579""","=""9780099490579""",0,4.36,Vintage,Paperback,461,2007,2004,,2012/01/27,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0747263744""","=""9780747263746""",5,4.11,Headline Review,Paperback,635,2005,2001,2012/01/24,2011/12/29,,,read,,,,1,,,1,,,unspecified,,
192221,How to Solve It: A New Aspect of Mathematical Method,George Pólya,"Pólya, George",,"=""069111966X""","=""9780691119663""",4,4.16,Princeton University Press,Paperback,288,2015,1944,2011/09/01,2011/12/30,,,read,,,,1,,,0,,,,,
186749,Innumeracy: Mathematical Illiteracy and Its Consequences,John Allen Paulos,"Paulos, John Allen",,"=""0809058405""","=""9780809058402""",0,3.80,Hill and Wang,Paperback,208,2001,1988,,2011/12/29,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
60215,"The Urth of the New Sun (The Book of the New Sun, #5)",Gene Wolfe,"Wolfe, Gene",,"=""0312863942""","=""9780312863944""",0,3.99,Orb Books,Paperback,372,1997,1987,,2011/12/29,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
