-0.1636971028,0.9865106480
-0.3741931416,0.9273507927
-0.5581709248,0.8297259901
-0.7005413891,0.7136117728
-0.7926930610,0.6096209568
-0.8342895943,0.5513264667
-0.8286344436,0.5597901025
-0.7819812572,0.6233019440
-0.7189315629,0.6950808642
-0.6754551362,0.7374010842
-0.6617453986,0.7497286359
-0.6634928933,0.7481825851
-0.6669414697,0.7451101100
-0.6696615803,0.7426663907
-0.6731650351,0.7394922823
-0.6763896651,0.7365439708
-0.6778031758,0.7352433984
-0.6787697652,0.7343511461
-0.6797332022,0.7334594561
-0.6806952872,0.7325666700
-0.6816561888,0.7316726319
-0.6826159156,0.7307773339
-0.6835744666,0.7298807770
-0.6845318399,0.7289829628
-0.6854880341,0.7280838929
-0.6864430475,0.7271835687
-0.6873968783,0.7262819918
-0.6883495250,0.7253791639
-0.6893009860,0.7244750863
-0.6902512595,0.7235697608
-0.6912003440,0.7226631888
-0.6921482378,0.7217553719
-0.6930949393,0.7208463118
-0.6940404468,0.7199360098
-0.6949847587,0.7190244677
-0.6959278735,0.7181116869
-0.6968697894,0.7171976691
-0.6978105049,0.7162824159
-0.6987500183,0.7153659287
-0.6996883280,0.7144482093
-0.7006254324,0.7135292591
-0.7015613298,0.7126090797
-0.7024960188,0.7116876728
-0.7034294976,0.7107650399
-0.7043617646,0.7098411826
-0.7052928183,0.7089161026
-0.7062226570,0.7079898013
-0.7071512792,0.7070622804
-0.7080786832,0.7061335415
-0.7090048674,0.7052035862
-0.7099298303,0.7042724161
-0.7108535702,0.7033400328
-0.7117760856,0.7024064379
-0.7126973749,0.7014716329
-0.7136174364,0.7005356197
-0.7145362687,0.6995983996
-0.7154538700,0.6986599744
-0.7163702389,0.6977203457
-0.7172853738,0.6967795150
-0.7181992730,0.6958374841
-0.7191119350,0.6948942545
-0.7200233583,0.6939498278
-0.7209335412,0.6930042057
-0.7218424823,0.6920573898
-0.7227501798,0.6911093818
-0.7236566324,0.6901601832
-0.7245618383,0.6892097957
-0.7254657961,0.6882582210
-0.7263685041,0.6873054606
-0.7272699609,0.6863515163
-0.7281701649,0.6853963897
-0.7290691145,0.6844400823
-0.7299668082,0.6834825960
-0.7308632444,0.6825239322
-0.7317584216,0.6815640927
-0.7326523382,0.6806030791
-0.7335449928,0.6796408931
-0.7344363837,0.6786775363
-0.7353265095,0.6777130104
-0.7362153686,0.6767473170
-0.7371029594,0.6757804579
-0.7379892805,0.6748124346
-0.7388743303,0.6738432489
-0.7397581073,0.6728729023
-0.7406406099,0.6719013967
-0.7415218367,0.6709287337
-0.7424017862,0.6699549148
-0.7432804567,0.6689799419
-0.7441578469,0.6680038166
-0.7450339551,0.6670265405
-0.7459087799,0.6660481154
-0.7467823198,0.6650685430
-0.7476545732,0.6640878249
-0.7485255387,0.6631059628
-0.7493952148,0.6621229584
-0.7502636000,0.6611388134
-0.7511306927,0.6601535295
-0.7519964915,0.6591671084
-0.7528609948,0.6581795518
-0.7537242013,0.6571908614
