x,y,z
8.4770459166,13.1562574005,19.0218031721
8.6654771448,13.4066722009,19.2729541075
8.8562752856,13.6537252239,19.5401346904
9.0491985134,13.8965358439,19.8235381554
9.2439788432,14.1341681257,20.1233062499
9.4403210589,14.3656322253,20.4395223901
9.6379016345,14.5898863423,20.7722041225
9.8363679449,14.8058398387,21.1212959726
10.0353374936,15.0123570184,21.4866615240
10.2343974511,15.2082620682,21.8680760772
10.4331043844,15.3923451047,22.2652191363
10.6309842195,15.5633693231,22.6776669474
10.8275326181,15.7200792755,23.1048861567
11.0222155505,15.8612106407,23.5462269861
11.2144703590,15.9855006719,24.0009183775
11.4037071676,16.0917004667,24.4680631469
11.5893107317,16.1785878305,24.9466348034
11.7706427651,16.2449811761,25.4354758700
11.9470447598,16.2897550632,25.9332972340
12.1178412107,16.3118548574,26.4386800593
12.2823434321,16.3103131704,26.9500792176
12.4398537912,16.2842663134,27.4658286474
12.5896704756,16.2329704494,27.9841494028
12.7310926135,16.1558166825,28.5031598563
12.8634258981,16.0523464352,29.0208882049
12.9859884163,15.9222649949,29.5352869576
13.0981169009,15.7654537216,30.0442501179
13.1991730705,15.5819800724,30.5456319560
13.2885501428,15.3721056745,31.0372677114
13.3656792941,15.1362915309,31.5169955033
13.4300360704,14.8752004841,31.9826795284
13.4811465483,14.5896963981,32.4322337694
13.5185931711,14.2808403630,32.8636457369
13.5420201343,13.9498832435,33.2749999906
13.5511382192,13.5982554066,33.6645006288
13.5457289464,13.2275527043,34.0304925106
13.5256479963,12.8395203003,34.3714804237
13.4908277381,12.4360329491,34.6861459493
13.4412789592,12.0190740968,34.9733616922
13.3770915074,11.5907120633,35.2322021226
13.2984341481,11.1530761321,35.4619516209
13.2055532333,10.7083307644,35.6621083407
13.0987706853,10.2586506953,35.8323855273
12.9784807854,9.8061955161,35.9727082715
12.8451464161,9.3530858625,36.0832082088
12.6992942454,8.9013805317,36.1642139018
12.5415095131,8.4530556791,36.2162397116
12.3724300076,8.0099861427,36.2399711929
12.1927397890,7.5739291745,36.2362494814
12.0031624124,7.1465110940,36.2060533713
11.8044541267,6.7292160731,36.1504812979
11.5973967279,6.3233788134,36.0707315311
11.3827906776,5.9301790132,35.9680833283
11.1614481994,5.5506390602,35.8438777117
10.9341866469,5.1856240617,35.6994990503
10.7018221802,4.8358441709,35.5363575635
10.4651638114,4.5018589680,35.3558729699
10.2250078975,4.1840836021,35.1594595368
9.9821331269,3.8827963468,34.9485126775
9.7372960007,3.5981474514,34.7243970921
9.4912268829,3.3301687726,34.4884366501
9.2446265787,3.0787840936,34.2419058752
8.9981634676,2.8438197869,33.9860230682
8.7524711679,2.6250156247,33.7219449607
8.5081467163,2.4220355321,33.4507628155
8.2657492413,2.2344781540,33.1734998747
8.0257990854,2.0618869072,32.8911099458
7.7887773553,1.9037597285,32.6044771094
7.5551258576,1.7595581144,32.3144163155
7.3252473816,1.6287155880,32.0216747765
7.0995062870,1.5106454528,31.7269339968
6.8782293596,1.4047478383,31.4308123316
6.6617068943,1.3104160460,31.1338679498
6.4501939732,1.2270421969,30.8366021003
6.2439119002,1.1540221911,30.5394625825
6.0430497611,1.0907600209,30.2428473424
5.8477660749,1.0366714449,29.9471080918
5.6581905218,0.9911871371,29.6525539689
5.4744257120,0.9537552301,29.3594550881
5.2965489719,0.9238434570,29.0680460209
5.1246141408,0.9009407739,28.7785291181
4.9586533504,0.8845586236,28.4910776844
4.7986787667,0.8742318716,28.2058389590
4.6446843222,0.8695193457,27.9229369495
4.4966473583,0.8700042193,27.6424750173
4.3545302470,0.8752940543,27.3645383149
4.2182819277,0.8850206962,27.0891959952
4.0878393781,0.8988400104,26.8165032481
3.9631290235,0.9164314124,26.5465031421
3.8440680569,0.9374973657,26.2792283000
3.7305656974,0.9617627108,26.0147024009
3.6225243637,0.9889739566,25.7529415255
3.5198407763,1.0188985222,25.4939553694
3.4224069846,1.0513238978,25.2377482986
3.3301113207,1.0860568290,24.9843203096
3.2428392838,1.1229224414,24.7336678553
3.1604743530,1.1617633803,24.4857845766
3.0828987397,1.2024389562,24.2406619529
3.0099940702,1.2448242790,23.9982898463
2.9416420148,1.2888094331,23.7586570013
2.8777248554,1.3342986523,23.5217514568
2.8181260004,1.3812095285,23.2875609118
2.7627304525,1.4294722501,23.0560730474
2.7114252147,1.4790288505,22.8272757693
2.6640996796,1.5298325258,22.6011574853
2.6206459425,1.5818469434,22.3777072649
2.5809591094,1.6350456154,22.1569150472
2.5449375363,1.6894112843,21.9387717612
2.5124830695,1.7449353594,21.7232694893
2.4835012213,1.8016173747,21.5104015574
2.4579013503,1.8594644871,21.3001626654
2.4355967854,1.9184910046,21.0925489621
2.4165049555,1.9787179452,20.8875581544
2.4005474711,2.0401726306,20.6851895765
2.3876502113,2.1028883033,20.4854442869
2.3777433724,2.1669037793,20.2883251402
2.3707615190,2.2322631205,20.0938368792
2.3666435965,2.2990153463,19.9019862048
2.3653329668,2.3672141475,19.7127818815
2.3667774125,2.4369176415,19.5262348321
2.3709291238,2.5081881458,19.3423582268
2.3777446801,2.5810919701,19.1611675817
2.3871850506,2.6556992232,18.9826808946
2.3992155461,2.7320836444,18.8069187403
2.4138058022,2.8103224443,18.6339044171
2.4309297390,2.8904961628,18.4636640811
2.4505655195,2.9726885383,18.2962268933
2.4726955104,3.0569863890,18.1316251843
2.4973062302,3.1434795028,17.9698946229
2.5243883051,3.2322605356,17.8110744018
2.5539364163,3.3234249138,17.6552074337
2.5859492489,3.4170707418,17.5023405617
2.6204294389,3.5132987131,17.3525247835
2.6573835148,3.6122120193,17.2058154903
2.6968218450,3.7139162608,17.0622727212
2.7387585765,3.8185193501,16.9219614328
2.7832115772,3.9261314130,16.7849517864
2.8302023782,4.0368646833,16.6513194512
2.8797561018,4.1508333765,16.5211459255
2.9319014022,4.2681535651,16.3945188763
2.9866703988,4.3889430332,16.2715324979
3.0440985959,4.5133211018,16.1522878873
3.1042248149,4.6414084527,16.0368934426
3.1670911122,4.7733269166,15.9254652793
3.2327426858,4.9091992214,15.8181276627
3.3012277913,5.0491487375,15.7150134690
3.3725976383,5.1932991659,15.6162646588
3.4469062739,5.3417741776,15.5220327659
3.5242104743,5.4946970453,15.4324794216
3.6045696068,5.6521901883,15.3477768780
3.6880454818,5.8143746684,15.2681085507
3.7747022039,5.9813696592,15.1936695970
3.8646059859,6.1532918014,15.1246674739
3.9578249542,6.3302545090,15.0613225235
4.0544289419,6.5123672192,15.0038685860
4.1544892360,6.6997345030,14.9525535605
4.2580783173,6.8924551251,14.9076400128
4.3652695727,7.0906210077,14.8694057829
4.4761369526,7.2943160357,14.8381444992
4.5907546206,7.5036148007,14.8141661682
4.7091965576,7.7185812068,14.7977977080
4.8315361020,7.9392669053,14.7893833409
4.9578454783,8.1657096439,14.7892850957
5.0881952606,8.3979314414,14.7978831582
5.2226537639,8.6359365908,14.8155760352
5.3612864162,8.8797095284,14.8427808541
5.5041550427,9.1292125201,14.8799333703
5.6513170767,9.3843831828,14.9274877570
5.8028247302,9.6451317966,14.9859165234
5.9587240653,9.9113384877,15.0557099524
6.1190539873,10.1828502346,15.1373753304
6.2838451713,10.4594775905,15.2314362152
6.4531188907,10.7409914263,15.3384310186
6.6268857580,11.0271194160,15.4589114297
6.8051443701,11.3175422425,15.5934406659
6.9878798844,11.6118900695,15.7425908833
7.1750624738,11.9097385869,15.9069404423
7.3666456791,12.2106049201,16.0870707300
7.5625647365,12.5139440805,16.2835620912
7.7627347611,12.8191450230,16.4969893867
7.9670488675,13.1255268425,16.7279169733
8.1753762241,13.4323351921,16.9768929800
8.3875600277,13.7387389465,17.2444427721
8.6034155123,14.0438276994,17.5310616805
8.8227278041,14.3466089593,17.8372070149
9.0452499269,14.6460066302,18.1632894950
9.2707007024,14.9408597873,18.5096636380
9.4987627813,15.2299226187,18.8766176203
9.7290807679,15.5118654312,19.2643624434
9.9612593854,15.7852765156,19.6730202773
10.1948620136,16.0486659786,20.1026129861
10.4294091915,16.3004704663,20.5530492308
10.6643776761,16.5390600999,21.0241126228
10.8991996236,16.7627469960,21.5154487593
11.1332622950,16.9697957634,22.0265533155
11.3659082306,17.1584361902,22.5567605777
11.5964358390,17.3268780583,23.1052320779
11.8241007682,17.4733276916,23.6709480427
12.0481177390,17.5960076402,24.2526982855
12.2676632213,17.6931769709,24.8490771248
12.4818788441,17.7631542734,25.4584798056
12.6898755080,17.8043422174,26.0791011685
12.8907384292,17.8152535193,26.7089380491
13.0835329613,17.7945366389,27.3457956007
13.2673112984,17.7410032220,27.9872968023
13.4411197775,17.6536541625,28.6308957147
13.6040071686,17.5317056749,29.2738955977
13.7550334120,17.3746127290,29.9134705478
13.8932790786,17.1820911966,30.5466915912
14.0178550351,16.9541360413,31.1705557876
14.1279126219,16.6910364119,31.7820195168
14.2226537602,16.3933857727,32.3780338886
14.3013410566,16.0620874662,32.9555825893
14.3633075571,15.6983544223,33.5117208417
14.4079660535,15.3037035750,34.0436147962
14.4348176630,14.8799437297,34.5485805419
14.4434594798,14.4291583338,35.0241212131
14.4335910947,13.9536824017,35.4679614006
14.4050199883,13.4560736461,35.8780789910
14.3576653446,12.9390798199,36.2527315851
14.2915603668,12.4056020983,36.5904779845
14.2068531396,11.8586553881,36.8901946399
14.1038057157,11.3013268321,37.1510853654
13.9827916316,10.7367336944,37.3726849690
13.8442919393,10.1679813350,37.5548569480
13.6888896721,9.5981225367,37.6977847421
13.5172630324,9.0301192287,37.8019576809
13.3301773992,8.4668071914,37.8681518357
13.1284763137,7.9108648160,37.8974064204
12.9130717157,7.3647861066,37.8909969262
12.6849335637,6.8308586326,37.8504053560
12.4450791214,6.3111465461,37.7772888538
12.1945620866,5.8074784419,37.6734474382
11.9344617684,5.3214404936,37.5407916140
11.6658725267,4.8543741039,37.3813108081
11.3898935950,4.4073778670,37.1970430519
11.1076194897,3.9813136230,36.9900467326
10.8201310772,3.5768156569,36.7623746278
10.5284874102,3.1943028393,36.5160506312
10.2337184332,2.8339930126,36.2530495171
9.9368185306,2.4959189900,35.9752795135
9.6387410135,2.1799458038,35.6845680533
9.3403935154,1.8857885250,35.3826504612
9.0426342251,1.6130304105,35.0711612458
8.7462690437,1.3611407875,34.7516282691
8.4520495022,1.1294925047,34.4254691020
8.1606714439,0.9173786169,34.0939895424
7.8727743926,0.7240281164,33.7583839661
7.5889415395,0.5486205567,33.4197372349
7.3097002857,0.3902994608,33.0790279154
7.0355232673,0.2481844387,32.7371325421
6.7668297423,0.1213821895,32.3948305940
6.5039874561,0.0089958151,32.0528103052
6.2473145928,-0.0898665553,31.7116745189
5.9970821326,-0.1760847882,31.3719470961
5.7535162539,-0.2505205851,31.0340791924
5.5168009255,-0.3140125089,30.6984556165
5.2870805452,-0.3673718875,30.3654010054
5.0644626266,-0.4113795883,30.0351858010
4.8490204954,-0.4467835702,29.7080319635
4.6407959483,-0.4742970792,29.3841183420
4.4398018828,-0.4945974745,29.0635857313
4.2460248504,-0.5083255521,28.7465415476
4.0594275301,-0.5160853162,28.4330641392
3.8799511041,-0.5184441214,28.1232067232
3.7075175306,-0.5159331297,27.8170009593
3.5420317031,-0.5090480272,27.5144601733
3.3833834930,-0.4982499483,27.2155822429
3.2314496734,-0.4839665706,26.9203521704
3.0860957181,-0.4665933230,26.6287443503
2.9471774831,-0.4464947006,26.3407245678
2.8145427767,-0.4240056610,26.0562517555
2.6880327985,-0.3994330237,25.7752794973
2.5674834751,-0.3730569274,25.4977573363
2.4527266891,-0.3451322787,25.2236319023
2.3435913874,-0.3158901654,24.9528478361
2.2399046147,-0.2855393013,24.6853486157
2.1414924283,-0.2542673821,24.4210771982
2.0481807423,-0.2222424495,24.1599765855
1.9597960718,-0.1896141775,23.9019902616
1.8761662087,-0.1565151301,23.6470625553
1.7971208166,-0.1230619512,23.3951389199
1.7224919606,-0.0893565125,23.1461661502
1.6521145690,-0.0554869939,22.9000925430
1.5858268393,-0.0215289176,22.6568680102
1.5234705849,0.0124538843,22.4164441539
1.4648915352,0.0464083494,22.1787743070
1.4099395858,0.0802913284,21.9438135498
1.3584690093,0.1140687729,21.7115187015
1.3103386240,0.1477149874,21.4818482993
1.2654119298,0.1812119232,21.2547625602
1.2235572113,0.2145485248,21.0302233352
1.1846476126,0.2477201245,20.8081940559
1.1485611854,0.2807278790,20.5886396748
1.1151809153,0.3135782555,20.3715266065
1.0843947264,0.3462825513,20.1568226625
1.0560954687,0.3788564593,19.9444969915
1.0301808890,0.4113196665,19.7345200157
1.0065535884,0.4436954904,19.5268633740
0.9851209677,0.4760105472,19.3214998641
0.9657951626,0.5082944518,19.1184033897
0.9484929697,0.5405795486,18.9175489121
0.9331357662,0.5729006684,18.7189124026
0.9196494240,0.6052949128,18.5224708039
0.9079642175,0.6378014630,18.3282019904
0.8980147303,0.6704614113,18.1360847376
0.8897397571,0.7033176146,17.9460986928
0.8830822067,0.7364145679,17.7582243523
0.8779890013,0.7697982972,17.5724430413
0.8744109769,0.8035162683,17.3887368960
0.8723027854,0.8376173145,17.2070888558
0.8716228008,0.8721515793,17.0274826625
0.8723330181,0.9071704708,16.8499028475
0.8743989612,0.9427266324,16.6743347364
0.8777895980,0.9788739247,16.5007644636
0.8824772478,1.0156674196,16.3291789749
0.8884374969,1.0531634042,16.1595660415
0.8956491214,1.0914193956,15.9919142828
0.9040940113,1.1304941643,15.8262131901
0.9137570942,1.1704477682,15.6624531503
0.9246262692,1.2113415926,15.5006254789
0.9366923466,1.2532383980,15.3407224599
0.9499489847,1.2962023767,15.1827373836
0.9643926357,1.3402992156,15.0266645928
0.9800224987,1.3855961631,14.8724995364
0.9968404732,1.4321621038,14.7202388249
1.0148511180,1.4800676395,14.5698802915
1.0340616165,1.5293851735,14.4214230615
1.0544817482,1.5801889977,14.2748676270
1.0761238599,1.6325553900,14.1302159269
1.0990028455,1.6865627117,13.9874714348
1.1231361315,1.7422915067,13.8466392557
1.1485436640,1.7998246091,13.7077262285
1.1752479012,1.8592472525,13.5707410377
1.2032738126,1.9206471795,13.4356943351
1.2326488808,1.9841147551,13.3025988707
1.2634031072,2.0497430856,13.1714696328
1.2955690236,2.1176281360,13.0423240002
1.3291817078,2.1878688461,12.9151819080
1.3642788031,2.2605672523,12.7900660236
1.4009005402,2.3358286100,12.6670019370
1.4390897647,2.4137615147,12.5460183654
1.4788919680,2.4944780205,12.4271473753
1.5203553227,2.5780937566,12.3104246207
1.5635307190,2.6647280466,12.1958895976
1.6084718047,2.7545040207,12.0835859201
1.6552350291,2.8475487261,11.9735616147
1.7038796889,2.9439932283,11.8658694403
1.7544679759,3.0439727116,11.7605672270
1.8070650266,3.1476265657,11.6577182444
1.8617389738,3.2550984674,11.5573915937
1.9185609984,3.3665364481,11.4596626295
1.9776053809,3.4820929486,11.3646134126
2.0389495549,3.6019248597,11.2723331927
2.1026741573,3.7261935380,11.1829189286
2.1688630790,3.8550648108,11.0964758412
2.2376035107,3.9887089429,11.0131180074
2.3089859884,4.1273005894,10.9329689920
2.3831044310,4.2710187015,10.8561625238
2.4600561744,4.4200464031,10.7828432156
2.5399419989,4.5745708270,10.7131673291
2.6228661450,4.7347828878,10.6473035904
2.7089363241,4.9008770252,10.5854340544
2.7982637102,5.0730508528,10.5277550193
2.8909629248,5.2515047690,10.4744779984
2.9871519992,5.4364414646,10.4258307402
3.0869523194,5.6280653494,10.3820583071
3.1904885528,5.8265818935,10.3434242097
3.2978885390,6.0321968208,10.3102115851
3.4092831667,6.2451152311,10.2827244475
3.5248062011,6.4655405271,10.2612889616
3.6445940875,6.6936732356,10.2462547900
3.7687857051,6.9297096342,10.2379964637
3.8975220714,7.1738401822,10.2369147846
4.0309460051,7.4262477880,10.2434382863
4.1692017073,7.6871057771,10.2580246438
4.3124343031,7.9565756959,10.2811621767
4.4607892884,8.2348047850,10.3133712607
4.6144118929,8.5219231537,10.3552057052
4.7734463670,8.8180406691,10.4072541412
4.9380351586,9.1232435014,10.4701412403
5.1083179775,9.4375902639,10.5445288640
5.2844307387,9.7611077692,10.6311170395
5.4665043797,10.0937864126,10.7306446775
5.6546635208,10.4355750225,10.8438901262
5.8490249804,10.7863753419,10.9716713081
6.0496961171,11.1460360054,11.1148454952
6.2567729857,11.5143459622,11.2743086784
6.4703383128,11.8910275708,11.4509942358
6.6904592522,12.2757290339,11.6458710916
6.9171849330,12.6680164466,11.8599410566
7.1505438006,13.0673655474,12.0942352139
7.3905406814,13.4731527498,12.3498094512
7.6371536658,13.8846462456,12.6277387355
7.8903307223,14.3009966846,12.9291101412
8.1499860516,14.7212275812,13.2550144762
8.4159963108,15.1442263252,13.6065363737
8.6881964971,15.5687347373,13.9847425613
8.9663757142,15.9933404536,14.3906684071
9.2502728381,16.4164693035,14.8253026336
9.5395718710,16.8363778754,15.2895695123
9.8338974640,17.2511484061,15.7843097142
10.1328102862,17.6586849232,16.3102584744
10.4358024142,18.0567114397,16.8680214669
10.7422931334,18.4427734852,17.4580499538
11.0516248373,18.8142424662,18.0806131861
11.3630592792,19.1683233886,18.7357692815
11.6757744280,19.5020672513,19.4233351278
11.9888621264,19.8123882393,20.1428567597
12.3013265214,20.0960861941,20.8935790521
12.6120834771,20.3498740369,21.6744163654
12.9199612906,20.5704116307,22.4839252572
13.2237028297,20.7543454614,23.3202803796
13.5219692879,20.8983543722,24.1812544819
13.8133455973,20.9992007656,25.0642035129
14.0963477283,21.0537866831,25.9660587158
14.3694321445,21.0592149015,26.8833265487
14.6310072334,21.0128521586,27.8120975603
14.8794469288,20.9123952846,28.7480660228
15.1131060361,20.7559357711,29.6865593005
15.3303380343,20.5420238913,30.6225808479
15.5295140463,20.2697273202,31.5508614036
15.7090435942,19.9386838614,32.4659241551
15.8673964331,19.5491453276,33.3621605380
16.0031248128,19.1020097588,34.2339121649
16.1148860319,18.5988405471,35.0755616161
16.2014646591,18.0418714771,35.8816286193
16.2617935585,17.4339947745,36.6468665247
16.2949733003,16.7787328116,37.3663579618
16.3002896795,16.0801939143,38.0356068868
16.2772282132,15.3430116745,38.6506221190
16.2254853269,14.5722703737,39.2079904818
16.1449762379,13.7734183968,39.7049368498
16.0358388096,12.9521724487,40.1393684374
15.8984332240,12.1144151103,40.5099024982
15.7333377148,11.2660902364,40.8158757023
15.5413405185,10.4130984878,41.0573368773
15.3234277022,9.5611975413,41.2350211039
15.0807681582,8.7159090147,41.3503099423
14.8146953569,7.8824355009,41.4051768107
14.5266870228,7.0655894950,41.4021220029
14.2183429560,6.2697357574,41.3440990118
13.8913618104,5.4987480045,41.2344355674
13.5475173330,4.7559800806,41.0767520497
13.1886347062,4.0442512319,40.8748800973
12.8165674934,3.3658446318,40.6327837989
12.4331756771,2.7225177824,40.3544855981
12.0403051738,2.1155232534,40.0439985364
11.6397691394,1.5456379299,39.7052660738
11.2333312842,1.0131990166,39.3421102404
10.8226913764,0.5181447157,38.9581885982
10.4094729574,0.0600580798,38.5569599047
9.9952132897,-0.3617876078,38.1416582228
9.5813554959,-0.7483833817,37.7152749902
9.1692427696,-1.1009402917,37.2805483482
8.7601145079,-1.4208470237,36.8399588008
8.3551042073,-1.7096303057,36.3957304043
7.9552389337,-1.9689185453,35.9498365371
7.5614401661,-2.2004090311,35.5040093643
7.1745258238,-2.4058388496,35.0597521667
6.7952132778,-2.5869595681,34.6183537419
6.4241231654,-2.7455155122,34.1809042294
6.0617838383,-2.8832255586,33.7483117324
5.7086362849,-3.0017681544,33.3213192460
5.3650393877,-3.1027692998,32.9005214797
5.0312753913,-3.1877932049,32.4863812425
4.7075554764,-3.2583353107,32.0792451420
4.3940253456,-3.3158173822,31.6793584041
4.0907707469,-3.3615843784,31.2868786905
3.7978228742,-3.3969028331,30.9018888449
3.5151635863,-3.4229604870,30.5244084932
3.2427304302,-3.4408669718,30.1544045845
2.9804214085,-3.4516553114,29.7918007756
2.7280994922,-3.4562840815,29.4364857837
2.4855968659,-3.4556400820,29.0883207502
2.2527188889,-3.4505413709,28.7471456521
2.0292477773,-3.4417405580,28.4127848580
1.8149460108,-3.4299282700,28.0850518974
1.6095594673,-3.4157367059,27.7637535115
1.4128202939,-3.3997432135,27.4486930631
1.2244495256,-3.3824738488,27.1396733751
1.0441594636,-3.3644068703,26.8364990646
0.8716558215,-3.3459761295,26.5389784347
0.7066396665,-3.3275743924,26.2469249757
0.5488091434,-3.3095564610,25.9601585406
0.3978610208,-3.2922422084,25.6785062318
0.2534920549,-3.2759194225,25.4018030457
0.1154001986,-3.2608465399,25.1298923149
-0.0167143502,-3.2472551798,24.8626259802
-0.1431482292,-3.2353525664,24.5998647236
-0.2641941271,-3.2253237758,24.3414779867
-0.3801401103,-3.2173338497,24.0873439001
-0.4912690581,-3.2115297645,23.8373491418
-0.5978581950,-3.2080422669,23.5913887424
-0.7001787101,-3.2069875828,23.3493658488
-0.7984954556,-3.2084690012,23.1111914657
-0.8930667177,-3.2125783469,22.8767841751
-0.9841440518,-3.2193973383,22.6460698538
-1.0719721749,-3.2289988492,22.4189813837
-1.1567889107,-3.2414480667,22.1954583731
-1.2388251795,-3.2568035636,21.9754468840
-1.3183050295,-3.2751182826,21.7588991744
-1.3954457033,-3.2964404412,21.5457734570
-1.4704577364,-3.3208143622,21.3360336764
-1.5435450828,-3.3482812335,21.1296493071
-1.6149052635,-3.3788798031,20.9265951732
-1.6847295357,-3.4126470134,20.7268512910
-1.7532030806,-3.4496185749,20.5304027333
-1.8205052016,-3.4898294921,20.3372395193
-1.8868095398,-3.5333145316,20.1473565259
-1.9522842916,-3.5801086523,19.9607534241
-2.0170924404,-3.6302473832,19.7774346382
-2.0813919869,-3.6837671666,19.5974093274
-2.1453361904,-3.7407056541,19.4206913918
-2.2090738031,-3.8011019756,19.2472994986
-2.2727493142,-3.8649969612,19.0772571329
-2.3365031826,-3.9324333428,18.9105926683
-2.4004720770,-4.0034559102,18.7473394610
-2.4647891017,-4.0781116506,18.5875359622
-2.5295840386,-4.1564498330,18.4312258572
-2.5949835554,-4.2385220941,18.2784582183
-2.6611114186,-4.3243824847,18.1292876804
-2.7280887191,-4.4140874644,17.9837746429
-2.7960340498,-4.5076959033,17.8419854799
-2.8650637175,-4.6052690249,17.7039927833
-2.9352919111,-4.7068703328,17.5698756151
-3.0068308725,-4.8125655057,17.4397197840
-3.0797910668,-4.9224222586,17.3136181429
-3.1542813094,-5.0365101611,17.1916708972
-3.2304089185,-5.1549004454,17.0739859429
-3.3082798223,-5.2776657440,16.9606792110
-3.3879986649,-5.4048798101,16.8518750359
-3.4696689036,-5.5366172051,16.7477065419
-3.5533928606,-5.6729528887,16.6483160305
-3.6392717979,-5.8139618470,16.5538554072
-3.7274059326,-5.9597185788,16.4644865913
-3.8178944552,-6.1102965823,16.3803819565
-3.9108355284,-6.2657677931,16.3017247826
-4.0063262292,-6.4262018666,16.2287096752
-4.1044625193,-6.5916655426,16.1615430567
-4.2053391326,-6.7622217795,16.1004435749
-4.3090494695,-6.9379289114,16.0456425664
-4.4156854605,-7.1188397225,15.9973845055
-4.5253373519,-7.3050003090,15.9559273537
-4.6380935328,-7.4964490555,15.9215430473
-4.7540402409,-7.6932152897,15.8945177589
-4.8732612861,-7.8953179788,15.8751522709
-4.9958377213,-8.1027642973,15.8637622705
-5.1218474149,-8.3155479421,15.8606784255
-5.2513646735,-8.5336475639,15.8662467110
-5.3844597016,-8.7570248240,15.8808282486
-5.5211980871,-8.9856224856,15.9047993638
-5.6616402108,-9.2193623420,15.9385514296
-5.8058405346,-9.4581429075,15.9824903116
-5.9538469451,-9.7018371473,16.0370362229
-6.1056998973,-9.9502899271,16.1026226731
-6.2614315875,-10.2033154017,16.1796958095
-6.4210650259,-10.4606942899,16.2687132994
-6.5846129862,-10.7221710368,16.3701425901
-6.7520769845,-10.9874507958,16.4844597492
-6.9234460757,-11.2561965613,16.6121468514
-7.0986956465,-11.5280259460,16.7536899691
-7.2777861179,-11.8025081284,16.9095763577
-7.4606615585,-12.0791609794,17.0802908127
-7.6472482480,-12.3574475724,17.2663126976
-7.8374531964,-12.6367737949,17.4681111222
-8.0311625746,-12.9164854148,17.6861403783
-8.2282401478,-13.1958655455,17.9208348827
-8.4285256198,-13.4741322296,18.1726034329
-8.6318330330,-13.7504370267,18.4418225757
-8.8379490778,-14.0238633208,18.7288297699
-9.0466315516,-14.2934258758,19.0339159275
-9.2576077138,-14.5580703913,19.3573173343
-9.4705728796,-14.8166746721,19.6992071393
-9.6851889276,-15.0680498124,20.0596862558
-9.9010831763,-15.3109433853,20.4387742103
-10.1178471742,-15.5440427807,20.8363992474
-10.3350360002,-15.7659808593,21.2523889169
-10.5521675021,-15.9753419382,21.6864598482
-10.7687221981,-16.1706702845,22.1382087420
-10.9841431484,-16.3504791799,22.6071024652
-11.1978366380,-16.5132624685,23.0924702630
-11.4091728721,-16.6575069804,23.5934950176
-11.6174875899,-16.7817071019,24.1092075337
-11.8220839859,-16.8843807179,24.6384810682
-12.0222351473,-16.9640862982,25.1800274331
-12.2171872453,-17.0194416545,25.7323956396
-12.4061633346,-17.0491437120,26.2939727346
-12.5883677219,-17.0519886622,26.8629870125
-12.7629910053,-17.0268931264,27.4375137578
-12.9292157763,-16.9729147888,28.0154845151
-13.0862228398,-16.8892729890,28.5946988172
-13.2331980431,-16.7753684820,29.1728393404
-13.3693395116,-16.6308011669,29.7474900983
-13.4938653657,-16.4553868894,30.3161574700
-13.6060216344,-16.2491707519,30.8762941140
-13.7050903697,-16.0124380311,31.4253250489
-13.7903978949,-15.7457217954,31.9606761645
-13.8613227165,-15.4498058670,32.4798034793
-13.9173034629,-15.1257247615,32.9802241045
-13.9578461949,-14.7747583341,33.4595468517
-13.9825311768,-14.3984224898,33.9155022739
-13.9910191032,-13.9984554123,34.3459723769
-13.9830561269,-13.5767994364,34.7490168660
-13.9584782518,-13.1355792615,35.1228983571
-13.9172144066,-12.6770763496,35.4661033948
-13.8592883641,-12.2037010369,35.7773596173
-13.7848195845,-11.7179612619,36.0556497653
-13.6940225056,-11.2224316017,36.3002192993
-13.5872049217,-10.7197195816,36.5105814100
-13.4647649291,-10.2124330475,36.6865161373
-13.3271867171,-9.7031482884,36.8280649385
-13.1750354022,-9.1943793768,36.9355214255
-13.0089508184,-8.6885498488,37.0094178097
-12.8296405252,-8.1879669734,37.0505080226
-12.6378721367,-7.6947992363,37.0597479078
-12.4344651370,-7.2110573557,37.0382731352
-12.2202823565,-6.7385789645,36.9873755155
-11.9962212341,-6.2790170807,36.9084782198
-11.7632050557,-5.8338323977,36.8031106511
-11.5221742969,-5.4042892430,36.6728834755
-11.2740782824,-4.9914548849,36.5194646400
-11.0198670719,-4.5962021097,36.3445560072
-10.7604839587,-4.2192145237,36.1498720932
-10.4968584357,-3.8609943105,35.9371203096
-10.2298998199,-3.5218719978,35.7079834026
-9.9604915300,-3.2020178331,35.4641040329
-9.6894860623,-2.9014543685,35.2070716147
-9.4177006747,-2.6200698717,34.9384113968
-9.1459137747,-2.3576321954,34.6595757227
-8.8748620019,-2.1138029069,34.3719374001
-8.6052379704,-1.8881510868,34.0767849537
-8.3376886399,-1.6801669944,33.7753196954
-8.0728142718,-1.4892750466,33.4686543531
-7.8111679267,-1.3148462106,33.1578131051
-7.5532554490,-1.1562094888,32.8437327949
-7.2995358869,-1.0126625520,32.5272651536
-7.0504222907,-0.8834814313,32.2091798322
-6.8062828453,-0.7679292597,31.8901680809
-6.5674422799,-0.6652640451,31.5708469096
-6.3341835092,-0.5747455175,31.2517635928
-6.1067494579,-0.4956410480,30.9334003663
-5.8853450360,-0.4272307709,30.6161792774
-5.6701392122,-0.3688118450,30.3004669945
-5.4612671749,-0.3197020119,29.9865796138
-5.2588325035,-0.2792424892,29.6747872492
-5.0629093923,-0.2468002090,29.3653185415
